Bot Transcription,Recording URL
he said he had it off,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_54.wav
as it the first us hit had it all,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636996456.335480-in_55.wav
ive been oh yet i have a moment to speak,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_1.wav
oo that is very good i wond push one right now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_4.wav
back switch to up to the coeur o take you very much,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_6.wav
oh yet my name is jack,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_18.wav
what to we go,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_19.wav
i needed to speak with ago le,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_20.wav
old might be twenty two thousand dollars,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_21.wav
thank you who all thats good to hear or let they thee ardbark national banks edit cards,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_25.wav
okay sure view the guard,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_27.wav
what o,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_28.wav
okay it is twelve twenty three,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_30.wav
looking it is fore three one four one five nine two six five three five two seven one eight,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_31.wav
oh your record arent long enough,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635200403.10998-in_32.wav
wo hello,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635445147.15023-in_1.wav
yeah but i dont know any dance,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635445147.15023-in_2.wav
six seven five nine five two nine,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636822719.298512-in_0.wav
o i we,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636047384.34993-in_0.wav
no i dont jane,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636047384.34993-in_1.wav
i know how my credit got is,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636048840.69826-in_3.wav
thank you for calling egg automatic farrington new mexico if you know your party,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635446653.23927-in_0.wav
a first in your life that everything will be all right but love our way gables,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636154101.29075-in_0.wav
they are,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635541124.123342-in_0.wav
can you please call me again please i dont understand you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635541124.123342-in_4.wav
you like analyse,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635445669.12846-in_2.wav
look up,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636990352.87996-in_1.wav
ho i know,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636410785.143703-in_1.wav
i annette,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557262.18248-in_1.wav
ah i thought iota minpekinglis ou not take a pain,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557262.18248-in_2.wav
on in,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557262.18248-in_3.wav
i group idol mind tender english,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557262.18248-in_4.wav
you know some ariannex,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557262.18248-in_5.wav
a sirin went end yon in,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557262.18248-in_7.wav
i made a mistake on the recording and they don even happen quality to flexion,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557781.20239-in_2.wav
he is reader rescript ali hello,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557781.20239-in_3.wav
abraham washingtingangone million dollarsyes,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557781.20239-in_6.wav
that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557781.20239-in_7.wav
yesganwarer is are eleconomica lyadov yes,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557781.20239-in_9.wav
december twenty three,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557781.20239-in_10.wav
four five six three,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557781.20239-in_12.wav
four five six seven eight nine one two three four five six seven eight nine zero,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557781.20239-in_13.wav
dont you wan te i,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636557781.20239-in_15.wav
a the tone wrinkle,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636393739.70538-in_0.wav
now if its debt relieving o thing called washing in help begin out d do de he america been not dead for o get the man,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636048295.50172-in_1.wav
hallo did you he me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636728218.124457-in_1.wav
wa wa wrong minute,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048977.42555-in_3.wav
up na no then send you without,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048977.42555-in_4.wav
no so we dont need this,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636048977.42555-in_5.wav
where were you with,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635969995.49939-in_3.wav
sir i i dont have a whatever youre talking about i dont know what youre talking about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635969995.49939-in_4.wav
lo you call me you should have that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635979809.14305-in_1.wav
well me everything else you have to know,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635979809.14305-in_2.wav
i dont give out my means to people i really dont know,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635979809.14305-in_4.wav
i got a good one of ye he k,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635979809.14305-in_5.wav
bout what that his about,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636732676.110463-in_1.wav
do you know if have a credit card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636732676.110463-in_2.wav
a common later i the end today,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635003573.11224-in_0.wav
alter is excited to out that we have the roctilla collection coming to  outhpoli you m non,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635003573.11224-in_2.wav
o toaaoaoeefor etovica recollection coming to the shersball catheter with never solution that co improve miserable value on their art left like order the going oui than o a different solution at oe fork it anew and to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635003573.11224-in_3.wav
and deportpal production are high finding equality blooaran grand one three one ring to emperor te value for yourself at no cost,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635003573.11224-in_4.wav
efecturo civil text to your support holding byfilecoe asesgrowing countries in america immediately  safely the night and i wait up more were ate in the morning for a living hive you can give premium minfills for the lowest price ever regularly sixty nine ninety now will le one nine ni g with work promoted than on four shoulder savings big pp,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635003573.11224-in_5.wav
had dam li these camera i going to reachamer,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635003573.11224-in_6.wav
what of it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635460619.67993-in_1.wav
ke pay bucket of i o little know bout that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635800650.769-in_2.wav
tea ha hat o,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635800650.769-in_4.wav
no hey no go heavy,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635195690.11469-in_1.wav
well would like to know how youl get my number,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635195690.11469-in_4.wav
o i dont even have a credit collar,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635195690.11469-in_5.wav
thats right i wouldnt talk either,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1635890978.45404-in_0.wav
day thank an stuck off for of gave cock or,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1634942581.25549-in_0.wav
in to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636040051.34315-in_0.wav
im not interested in your call thank you though,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636040051.34315-in_1.wav
now dont call me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636561547.44218-in_1.wav
you just call the i serving dont you in stand sit a fuck off ty line,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635021291.53298-in_2.wav
he had no hope,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636647011.40051-in_1.wav
d e now,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636154327.29644-in_0.wav
tightly off it all this,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636154327.29644-in_1.wav
